Date,SP_Index,Dividend,Eearnings,CPI,Date_Fraction,Interest_Rate_GS10,Real_Price,Real_Dividend,Real_Total_Return_Price,Real_Earnings,Real_TR_Scaled_Earnings,CAPE,,TR_CAPE,10_Year_Avg_Real_Earnings,Current_Corporate_Tax_Rate,6M_Forward_Corporate_Tax_Rate,Nominal_Pre_Tax_Earnings_Per_Share,Real_Pre_Tax_Earnings_Per_Share,Buybacks/Dividends,Buybacks/Price,Num_Shares_Boughtback,10Y_Avg_Pre_Tax_Earnings,ADJ_CAPE,,Excess_CAPE_Yield,Monthly_Total_Bond_Returns,Real_Total_Bond_Returns,10Y_Annualized_Stock_Real_Return,10_Year_Annualized_Bond_Real_Return,Real_10Y_Excess_Annualized_Returns
1879.12,4.92,0.20,0.38,9.70,1879.96,4.04,137.29,5.58,  242.05 ,10.60,  18.69 ,NA,,NA,,0.00%,0.00%,0.38,10.60,0.50%,0.02%,99.72,NA,NA,,,1.00,2.19,8.33%,6.47%,1.86%
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,138.51,5.56,  245.03 ,10.55,  18.66 ,NA,,NA,,0.00%,0.00%,0.39,10.55,0.50%,0.02%,99.71,NA,NA,,,1.01,2.14,8.62%,7.03%,1.59%
1880.02,5.20,0.21,0.40,9.99,1880.12,3.99,140.95,5.69,  250.18 ,10.80,  19.16 ,NA,,NA,,0.00%,0.00%,0.40,10.80,0.50%,0.02%,99.71,NA,NA,,,1.01,2.15,8.31%,6.99%,1.33%
1880.03,5.30,0.22,0.41,10.09,1880.21,3.97,142.31,5.77,  253.44 ,10.94,  19.49 ,NA,,NA,,0.00%,0.00%,0.41,10.94,0.50%,0.02%,99.71,NA,NA,,,1.01,2.14,8.13%,7.04%,1.08%
1880.04,5.18,0.22,0.42,9.70,1880.29,3.94,144.54,6.14,  258.33 ,11.63,  20.78 ,NA,,NA,,0.00%,0.00%,0.42,11.63,0.50%,0.02%,99.71,NA,NA,,,1.01,2.24,8.18%,6.59%,1.59%
1880.05,4.77,0.23,0.43,9.42,1880.37,3.91,137.13,6.47,  246.05 ,12.24,  21.96 ,NA,,NA,,0.00%,0.00%,0.43,12.24,0.50%,0.02%,99.71,NA,NA,,,1.01,2.32,9.07%,6.10%,2.97%
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,140.55,6.75,  253.19 ,12.76,  22.99 ,NA,,NA,,0.00%,0.00%,0.44,12.76,0.50%,0.02%,99.71,NA,NA,,,1.01,2.38,8.71%,5.84%,2.87%
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,147.00,6.90,  265.85 ,13.03,  23.57 ,NA,,NA,,0.00%,0.00%,0.44,13.03,0.50%,0.02%,99.70,NA,NA,,,1.01,2.39,8.14%,5.80%,2.34%
1880.08,5.19,0.24,0.45,9.23,1880.62,3.83,152.29,7.04,  276.47 ,13.30,  24.15 ,NA,,NA,,0.00%,0.00%,0.45,13.30,0.50%,0.02%,99.70,NA,NA,,,1.01,2.41,7.11%,5.38%,1.73%
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,150.44,7.12,  274.19 ,13.43,  24.48 ,NA,,NA,,0.00%,0.00%,0.46,13.43,0.50%,0.02%,99.70,NA,NA,,,1.01,2.40,6.93%,5.32%,1.61%
1880.1,5.33,0.25,0.47,9.32,1880.79,3.78,154.80,7.26,  283.24 ,13.70,  25.07 ,NA,,NA,,0.00%,0.00%,0.47,13.70,0.50%,0.02%,99.70,NA,NA,,,1.01,2.41,6.13%,5.28%,0.85%
1880.11,5.61,0.26,0.48,9.42,1880.87,3.75,161.28,7.33,  296.22 ,13.82,  25.39 ,NA,,NA,,0.00%,0.00%,0.48,13.82,0.50%,0.02%,99.70,NA,NA,,,1.01,2.40,5.15%,5.60%,-0.45%
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,166.22,7.40,  306.41 ,13.95,  25.71 ,NA,,NA,,0.00%,0.00%,0.49,13.95,0.50%,0.02%,99.69,NA,NA,,,1.01,2.39,4.59%,5.66%,-1.08%
1881.01,6.19,0.27,0.49,9.42,1881.04,3.70,177.96,7.62,  329.23 ,13.97,  25.84 ,18.47,,24.14,9.63,0.00%,0.00%,0.49,13.97,0.50%,0.02%,99.69,9.65,18.45,,-1.04%,1.00,2.42,4.54%,5.65%,-1.11%
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,175.61,7.68,  326.07 ,13.71,  25.46 ,18.15,,23.66,9.68,0.00%,0.00%,0.48,13.71,0.50%,0.02%,99.69,9.69,18.12,,-1.13%,1.00,2.41,4.68%,5.62%,-0.94%
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,177.60,7.83,  330.98 ,13.59,  25.33 ,18.27,,23.77,9.72,0.00%,0.00%,0.48,13.59,0.50%,0.02%,99.69,9.73,18.24,,-1.30%,1.00,2.42,4.24%,5.49%,-1.25%
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,175.28,7.89,  327.88 ,13.34,  24.95 ,17.95,,23.31,9.76,0.00%,0.00%,0.47,13.34,0.50%,0.02%,99.69,9.78,17.92,,-0.74%,1.00,2.40,4.60%,5.46%,-0.87%
1881.05,6.50,0.29,0.47,9.51,1881.37,3.67,185.00,8.11,  347.33 ,13.35,  25.07 ,18.87,,24.46,9.80,0.00%,0.00%,0.47,13.35,0.50%,0.02%,99.68,9.82,18.84,,-0.88%,1.00,2.43,4.12%,5.48%,-1.36%
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,187.28,8.25,  352.89 ,13.23,  24.94 ,19.03,,24.62,9.84,0.00%,0.00%,0.47,13.23,0.50%,0.02%,99.68,9.86,19.00,,-0.77%,1.00,2.44,4.03%,5.73%,-1.70%
1881.07,6.35,0.30,0.46,9.61,1881.54,3.66,178.94,8.31,  338.49 ,12.99,  24.56 ,18.12,,23.40,9.88,0.00%,0.00%,0.46,12.99,0.50%,0.02%,99.68,9.89,18.09,,-0.40%,1.00,2.43,4.46%,5.96%,-1.50%
1881.08,6.20,0.30,0.46,9.80,1881.62,3.65,171.32,8.29,  325.39 ,12.62,  23.97 ,17.29,,22.29,9.91,0.00%,0.00%,0.46,12.62,0.50%,0.02%,99.68,9.92,17.26,,0.22%,1.00,2.39,5.26%,6.16%,-0.91%
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,166.25,8.11,  317.03 ,12.04,  22.95 ,16.72,,21.54,9.94,0.00%,0.00%,0.45,12.04,0.50%,0.02%,99.68,9.95,16.70,,0.56%,1.00,2.31,6.53%,6.69%,-0.17%
1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,162.07,8.17,  310.37 ,11.81,  22.62 ,16.26,,20.93,9.97,0.00%,0.00%,0.45,11.81,0.50%,0.03%,99.67,9.98,16.24,,0.68%,1.00,2.29,6.79%,6.79%,0.00%
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,164.65,8.38,  316.65 ,11.82,  22.72 ,16.48,,21.19,9.99,0.00%,0.00%,0.44,11.82,0.50%,0.03%,99.67,10.01,16.46,,0.52%,1.00,2.32,6.58%,6.82%,-0.23%
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,159.86,8.51,  308.80 ,11.70,  22.61 ,15.96,,20.51,10.02,0.00%,0.00%,0.44,11.70,0.50%,0.03%,99.67,10.03,15.94,,0.50%,1.00,2.33,7.21%,6.81%,0.40%
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,157.47,8.51,  305.55 ,11.68,  22.67 ,15.68,,20.14,10.04,0.00%,0.00%,0.44,11.68,0.50%,0.03%,99.67,10.06,15.66,,0.61%,1.00,2.34,7.83%,7.08%,0.75%
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,152.59,8.43,  297.43 ,11.55,  22.52 ,15.15,,19.46,10.07,0.00%,0.00%,0.44,11.55,0.50%,0.03%,99.67,10.08,15.13,,0.93%,1.00,2.33,8.18%,7.17%,1.01%
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,152.32,8.43,  298.29 ,11.53,  22.58 ,15.09,,19.38,10.09,0.00%,0.00%,0.44,11.53,0.50%,0.03%,99.66,10.11,15.07,,0.81%,1.00,2.33,8.59%,7.45%,1.14%
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,150.92,8.36,  296.92 ,11.40,  22.43 ,14.92,,19.15,10.12,0.00%,0.00%,0.44,11.40,0.50%,0.03%,99.66,10.13,14.90,,0.76%,1.00,2.32,8.80%,7.68%,1.12%
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,147.74,8.28,  292.01 ,11.28,  22.29 ,14.57,,18.70,10.14,0.00%,0.00%,0.44,11.28,0.50%,0.03%,99.66,10.16,14.55,,1.01%,1.00,2.30,9.02%,7.77%,1.25%
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,145.64,8.21,  289.21 ,11.15,  22.15 ,14.33,,18.39,10.17,0.00%,0.00%,0.44,11.15,0.50%,0.03%,99.66,10.18,14.31,,1.28%,1.00,2.29,9.10%,7.85%,1.25%
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,155.25,8.28,  309.65 ,11.23,  22.41 ,15.24,,19.56,10.19,0.00%,0.00%,0.43,11.23,0.50%,0.03%,99.65,10.20,15.22,,0.92%,1.00,2.32,8.11%,7.46%,0.65%
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,158.46,8.21,  317.43 ,11.11,  22.26 ,15.53,,19.91,10.21,0.00%,0.00%,0.43,11.11,0.50%,0.03%,99.65,10.22,15.50,,0.81%,1.00,2.30,7.89%,7.41%,0.49%
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,164.45,8.43,  330.83 ,11.40,  22.93 ,16.08,,20.62,10.23,0.00%,0.00%,0.43,11.40,0.50%,0.03%,99.65,10.24,16.06,,0.25%,1.00,2.37,7.21%,7.10%,0.11%
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,161.46,8.51,  326.25 ,11.48,  23.20 ,15.76,,20.19,10.25,0.00%,0.00%,0.43,11.48,0.50%,0.03%,99.65,10.26,15.73,,0.50%,1.00,2.40,7.62%,6.99%,0.62%
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,156.00,8.59,  316.67 ,11.57,  23.48 ,15.19,,19.47,10.27,0.00%,0.00%,0.43,11.57,0.50%,0.03%,99.65,10.28,15.17,,0.36%,1.00,2.43,7.66%,6.61%,1.05%
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,158.30,8.67,  322.80 ,11.66,  23.77 ,15.38,,19.70,10.29,0.00%,0.00%,0.43,11.66,0.50%,0.03%,99.64,10.30,15.36,,0.33%,1.00,2.46,7.24%,6.37%,0.88%
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,157.49,8.70,  322.62 ,11.59,  23.74 ,15.27,,19.56,10.31,0.00%,0.00%,0.43,11.59,0.50%,0.03%,99.64,10.33,15.25,,0.37%,1.00,2.47,7.08%,5.97%,1.12%
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,152.51,8.64,  313.90 ,11.41,  23.49 ,14.76,,18.90,10.33,0.00%,0.00%,0.43,11.41,0.50%,0.03%,99.64,10.35,14.74,,0.48%,1.00,2.45,7.10%,5.94%,1.15%
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,155.86,8.74,  322.29 ,11.45,  23.68 ,15.05,,19.27,10.36,0.00%,0.00%,0.42,11.45,0.50%,0.03%,99.64,10.37,15.03,,0.26%,1.00,2.49,6.72%,6.10%,0.61%
1883.04,5.87,0.32,0.42,9.90,1883.29,3.63,160.64,8.85,  333.71 ,11.49,  23.88 ,15.48,,19.82,10.38,0.00%,0.00%,0.42,11.49,0.50%,0.03%,99.63,10.39,15.46,,-0.02%,1.00,2.52,6.52%,6.13%,0.38%
1883.05,5.77,0.32,0.42,9.80,1883.37,3.63,159.44,8.96,  332.76 ,11.54,  24.08 ,15.34,,19.63,10.40,0.00%,0.00%,0.42,11.54,0.50%,0.03%,99.63,10.41,15.32,,0.16%,1.00,2.55,5.74%,6.17%,-0.43%
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,165.65,9.25,  347.32 ,11.81,  24.77 ,15.90,,20.36,10.42,0.00%,0.00%,0.42,11.81,0.50%,0.03%,99.63,10.43,15.88,,-0.07%,1.00,2.63,5.09%,6.13%,-1.04%
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,166.41,9.46,  350.58 ,11.98,  25.24 ,15.95,,20.41,10.43,0.00%,0.00%,0.41,11.98,0.50%,0.03%,99.63,10.45,15.93,,-0.28%,1.00,2.70,4.29%,6.19%,-1.90%
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,158.86,9.49,  336.34 ,11.91,  25.21 ,15.20,,19.45,10.45,0.00%,0.00%,0.41,11.91,0.50%,0.03%,99.62,10.47,15.18,,0.03%,1.00,2.70,4.94%,6.62%,-1.68%
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,162.26,9.61,  345.23 ,11.96,  25.44 ,15.49,,19.83,10.47,0.00%,0.00%,0.41,11.96,0.50%,0.03%,99.62,10.49,15.47,,-0.20%,1.00,2.74,5.02%,6.09%,-1.07%
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,157.86,9.63,  337.58 ,11.88,  25.41 ,15.05,,19.26,10.49,0.00%,0.00%,0.41,11.88,0.50%,0.03%,99.62,10.50,15.03,,0.22%,1.00,2.75,5.47%,5.96%,-0.48%
1883.11,5.46,0.33,0.40,9.13,1883.87,3.62,161.88,9.76,  347.90 ,11.93,  25.65 ,15.41,,19.72,10.51,0.00%,0.00%,0.40,11.93,0.50%,0.03%,99.62,10.52,15.39,,0.27%,1.00,2.79,5.64%,6.13%,-0.49%
1883.12,5.34,0.33,0.40,9.23,1883.96,3.62,156.69,9.68,  338.48 ,11.74,  25.35 ,14.90,,19.07,10.52,0.00%,0.00%,0.40,11.74,0.50%,0.03%,99.61,10.53,14.88,,0.37%,1.00,2.77,5.75%,6.38%,-0.64%
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,151.99,9.63,  330.08 ,11.52,  25.01 ,14.43,,18.48,10.53,0.00%,0.00%,0.39,11.52,0.50%,0.03%,99.61,10.54,14.41,,0.43%,1.00,2.78,6.14%,6.68%,-0.54%
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,156.10,9.59,  340.73 ,11.30,  24.66 ,14.81,,18.96,10.54,0.00%,0.00%,0.39,11.30,0.50%,0.03%,99.61,10.56,14.79,,0.27%,1.00,2.79,6.14%,6.84%,-0.70%
1884.03,5.30,0.33,0.38,9.23,1884.21,3.60,155.51,9.54,  341.18 ,11.08,  24.30 ,14.74,,18.88,10.55,0.00%,0.00%,0.38,11.08,0.50%,0.03%,99.61,10.57,14.72,,0.31%,1.00,2.80,6.79%,7.16%,-0.37%
1884.04,5.06,0.32,0.37,9.04,1884.29,3.60,151.60,9.69,  334.36 ,11.09,  24.45 ,14.35,,18.40,10.56,0.00%,0.00%,0.37,11.09,0.50%,0.03%,99.60,10.58,14.33,,0.44%,1.00,2.87,7.19%,6.94%,0.25%
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,142.31,9.85,  315.69 ,11.09,  24.61 ,13.47,,17.27,10.57,0.00%,0.00%,0.36,11.09,0.50%,0.03%,99.60,10.58,13.45,,0.78%,1.00,2.94,7.45%,6.73%,0.72%
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,136.49,9.79,  304.60 ,10.86,  24.25 ,12.91,,16.58,10.58,0.00%,0.00%,0.36,10.86,0.50%,0.04%,99.60,10.59,12.89,,1.34%,1.00,2.95,7.74%,6.74%,1.00%
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,137.98,9.85,  309.74 ,10.75,  24.13 ,13.04,,16.77,10.58,0.00%,0.00%,0.35,10.75,0.50%,0.04%,99.60,10.59,13.03,,1.09%,1.00,2.99,7.38%,6.63%,0.74%
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,146.64,9.80,  331.02 ,10.52,  23.74 ,13.86,,17.83,10.58,0.00%,0.00%,0.34,10.52,0.50%,0.03%,99.59,10.59,13.84,,0.72%,1.00,3.00,6.80%,6.34%,0.46%
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,143.56,9.85,  325.92 ,10.40,  23.61 ,13.57,,17.47,10.58,0.00%,0.00%,0.33,10.40,0.50%,0.03%,99.59,10.59,13.55,,0.78%,1.00,3.05,7.03%,6.09%,0.94%
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,140.41,9.91,  320.65 ,10.28,  23.47 ,13.27,,17.11,10.58,0.00%,0.00%,0.33,10.28,0.50%,0.04%,99.59,10.59,13.26,,1.00%,1.00,3.09,7.21%,6.28%,0.93%
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,140.69,10.08,  323.20 ,10.27,  23.59 ,13.30,,17.17,10.57,0.00%,0.00%,0.32,10.27,0.50%,0.04%,99.58,10.59,13.29,,0.86%,1.00,3.17,7.17%,6.05%,1.12%
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,141.98,10.14,  328.11 ,10.14,  23.44 ,13.43,,17.36,10.57,0.00%,0.00%,0.31,10.14,0.50%,0.04%,99.58,10.58,13.41,,0.68%,1.00,3.22,7.11%,6.09%,1.02%
1885.01,4.24,0.30,0.31,8.28,1885.04,3.52,138.71,9.95,  322.47 ,10.03,  23.33 ,13.13,,16.99,10.56,0.00%,0.00%,0.31,10.03,0.50%,0.04%,99.58,10.58,13.11,,0.86%,1.00,3.23,7.21%,6.10%,1.11%
1885.02,4.37,0.30,0.30,8.37,1885.12,3.51,141.34,9.65,  330.44 ,9.81,  22.93 ,13.38,,17.33,10.56,0.00%,0.00%,0.30,9.81,0.50%,0.03%,99.58,10.57,13.37,,0.84%,1.00,3.21,6.84%,6.20%,0.64%
1885.03,4.38,0.29,0.30,8.18,1885.21,3.50,144.96,9.68,  340.79 ,9.93,  23.34 ,13.73,,17.80,10.55,0.00%,0.00%,0.30,9.93,0.50%,0.03%,99.57,10.57,13.72,,0.44%,1.00,3.30,6.56%,5.93%,0.62%
1885.04,4.37,0.29,0.30,8.28,1885.29,3.48,142.96,9.38,  337.94 ,9.71,  22.94 ,13.55,,17.58,10.55,0.00%,0.00%,0.30,9.71,0.50%,0.03%,99.57,10.57,13.53,,0.58%,1.00,3.27,6.68%,5.59%,1.10%
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,144.65,9.40,  343.79 ,9.82,  23.34 ,13.71,,17.80,10.55,0.00%,0.00%,0.29,9.82,0.50%,0.03%,99.57,10.56,13.69,,0.52%,1.00,3.36,6.96%,5.17%,1.79%
1885.06,4.30,0.28,0.29,7.90,1885.46,3.46,147.45,9.43,  352.31 ,9.94,  23.76 ,13.98,,18.17,10.55,0.00%,0.00%,0.29,9.94,0.50%,0.03%,99.56,10.56,13.96,,0.33%,1.00,3.46,6.80%,4.76%,2.04%
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,151.12,9.12,  362.88 ,9.71,  23.33 ,14.33,,18.63,10.55,0.00%,0.00%,0.29,9.71,0.50%,0.03%,99.56,10.56,14.31,,0.29%,1.00,3.43,6.71%,5.01%,1.70%
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,159.59,8.92,  385.01 ,9.60,  23.16 ,15.13,,19.68,10.55,0.00%,0.00%,0.28,9.60,0.50%,0.03%,99.56,10.56,15.11,,-0.16%,1.00,3.44,6.42%,5.13%,1.29%
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,159.45,8.83,  386.46 ,9.60,  23.27 ,15.12,,19.66,10.55,0.00%,0.00%,0.28,9.60,0.50%,0.03%,99.56,10.56,15.10,,-0.17%,1.00,3.50,6.48%,4.99%,1.50%
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,168.71,8.63,  410.64 ,9.49,  23.09 ,15.99,,20.80,10.55,0.00%,0.00%,0.28,9.49,0.50%,0.03%,99.56,10.56,15.97,,-0.52%,1.00,3.51,5.72%,4.97%,0.75%
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,177.55,8.33,  433.83 ,9.26,  22.63 ,16.82,,21.88,10.55,0.00%,0.00%,0.27,9.26,0.50%,0.02%,99.55,10.57,16.80,,-0.62%,1.00,3.48,4.82%,5.07%,-0.26%
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,172.09,7.94,  422.13 ,8.94,  21.92 ,16.30,,21.19,10.56,0.00%,0.00%,0.27,8.94,0.50%,0.02%,99.55,10.57,16.28,,-0.10%,1.00,3.42,4.65%,5.45%,-0.79%
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,176.19,8.07,  433.83 ,9.32,  22.94 ,16.69,,21.69,10.56,0.00%,0.00%,0.28,9.32,0.50%,0.02%,99.55,10.57,16.67,,-0.38%,1.00,3.51,4.43%,5.33%,-0.90%
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,179.58,8.02,  443.82 ,9.49,  23.45 ,17.01,,22.09,10.56,0.00%,0.00%,0.28,9.49,0.50%,0.02%,99.55,10.57,16.98,,-0.50%,1.00,3.52,4.81%,5.51%,-0.70%
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,177.97,8.06,  441.50 ,9.77,  24.24 ,16.84,,21.87,10.57,0.00%,0.00%,0.29,9.77,0.50%,0.02%,99.55,10.58,16.82,,-0.57%,1.00,3.56,4.74%,5.41%,-0.67%
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,177.71,8.10,  442.53 ,10.07,  25.07 ,16.80,,21.81,10.58,0.00%,0.00%,0.29,10.07,0.50%,0.02%,99.54,10.59,16.78,,-0.60%,1.00,3.61,5.00%,5.46%,-0.46%
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,178.60,8.24,  446.45 ,10.50,  26.24 ,16.86,,21.89,10.59,0.00%,0.00%,0.30,10.50,0.50%,0.02%,99.54,10.61,16.84,,-0.53%,1.00,3.71,5.05%,5.39%,-0.33%
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,189.14,8.29,  474.54 ,10.81,  27.12 ,17.83,,23.13,10.61,0.00%,0.00%,0.30,10.81,0.50%,0.02%,99.54,10.62,17.81,,-0.71%,1.00,3.77,4.42%,5.44%,-1.02%
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,189.63,8.12,  477.45 ,10.85,  27.32 ,17.85,,23.13,10.63,0.00%,0.00%,0.31,10.85,0.50%,0.02%,99.54,10.64,17.82,,-0.61%,1.00,3.73,3.69%,5.60%,-1.90%
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,188.69,7.97,  476.76 ,10.89,  27.52 ,17.72,,22.95,10.65,0.00%,0.00%,0.31,10.89,0.50%,0.02%,99.54,10.66,17.70,,-0.55%,1.00,3.69,3.14%,5.76%,-2.61%
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,193.61,7.91,  490.86 ,11.07,  28.06 ,18.15,,23.48,10.67,0.00%,0.00%,0.32,11.07,0.50%,0.02%,99.53,10.68,18.12,,-0.79%,1.00,3.69,3.41%,5.78%,-2.37%
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,198.53,7.85,  504.99 ,11.24,  28.60 ,18.56,,24.00,10.70,0.00%,0.00%,0.32,11.24,0.50%,0.02%,99.53,10.71,18.54,,-1.10%,1.00,3.70,3.08%,5.49%,-2.41%
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,203.45,7.79,  519.15 ,11.42,  29.14 ,18.97,,24.50,10.73,0.00%,0.00%,0.33,11.42,0.50%,0.02%,99.53,10.74,18.94,,-1.32%,1.00,3.71,3.21%,5.21%,-2.00%
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,195.76,7.64,  501.16 ,11.45,  29.32 ,18.19,,23.49,10.76,0.00%,0.00%,0.33,11.45,0.50%,0.02%,99.53,10.77,18.17,,-1.16%,1.00,3.67,3.23%,5.37%,-2.14%
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,189.07,7.54,  485.63 ,11.27,  28.94 ,17.51,,22.59,10.80,0.00%,0.00%,0.33,11.27,0.50%,0.02%,99.53,10.81,17.49,,-0.89%,1.00,3.59,3.89%,5.95%,-2.06%
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,185.50,7.53,  478.09 ,11.22,  28.91 ,17.13,,22.08,10.83,0.00%,0.00%,0.34,11.22,0.50%,0.02%,99.53,10.85,17.10,,-0.41%,1.00,3.55,3.99%,6.09%,-2.10%
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,189.86,7.62,  490.94 ,11.30,  29.22 ,17.47,,22.52,10.87,0.00%,0.00%,0.34,11.30,0.50%,0.02%,99.52,10.88,17.45,,-0.09%,1.00,3.56,3.78%,6.10%,-2.33%
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,194.21,7.70,  503.86 ,11.38,  29.54 ,17.82,,22.95,10.90,0.00%,0.00%,0.34,11.38,0.50%,0.02%,99.52,10.91,17.80,,-0.48%,1.00,3.57,3.37%,6.28%,-2.90%
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,197.56,7.79,  514.23 ,11.47,  29.85 ,18.08,,23.26,10.93,0.00%,0.00%,0.34,11.47,0.50%,0.02%,99.52,10.94,18.05,,-0.75%,1.00,3.57,3.41%,6.45%,-3.04%
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,194.15,7.96,  507.08 ,11.69,  30.53 ,17.71,,22.78,10.96,0.00%,0.00%,0.35,11.69,0.50%,0.02%,99.52,10.98,17.68,,-0.23%,1.00,3.62,4.06%,6.34%,-2.28%
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,191.69,8.14,  502.43 ,11.92,  31.23 ,17.43,,22.42,11.00,0.00%,0.00%,0.35,11.92,0.50%,0.02%,99.52,11.01,17.41,,-0.36%,1.00,3.67,4.65%,6.22%,-1.58%
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,184.66,8.13,  485.79 ,11.86,  31.20 ,16.74,,21.52,11.03,0.00%,0.00%,0.35,11.86,0.50%,0.02%,99.52,11.05,16.72,,0.36%,1.00,3.64,5.23%,5.89%,-0.66%
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,184.49,8.32,  487.15 ,12.09,  31.92 ,16.68,,21.43,11.06,0.00%,0.00%,0.35,12.09,0.50%,0.02%,99.51,11.08,16.65,,0.34%,1.00,3.69,5.43%,5.47%,-0.05%
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,176.19,8.30,  467.07 ,12.03,  31.89 ,15.88,,20.41,11.09,0.00%,0.00%,0.36,12.03,0.50%,0.02%,99.51,11.11,15.86,,0.75%,1.00,3.65,5.71%,5.76%,-0.05%
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,177.47,8.29,  472.28 ,11.97,  31.86 ,15.95,,20.50,11.13,0.00%,0.00%,0.36,11.97,0.50%,0.02%,99.51,11.14,15.93,,1.02%,1.00,3.61,5.25%,5.90%,-0.65%
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,172.41,8.18,  460.63 ,11.78,  31.47 ,15.46,,19.86,11.15,0.00%,0.00%,0.36,11.78,0.50%,0.02%,99.51,11.17,15.44,,1.44%,1.00,3.54,5.77%,6.16%,-0.39%
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,171.74,8.03,  460.64 ,11.37,  30.51 ,15.36,,19.73,11.18,0.00%,0.00%,0.35,11.37,0.50%,0.02%,99.51,11.20,15.34,,1.88%,1.00,3.51,6.09%,6.29%,-0.21%
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,172.73,8.07,  465.11 ,11.23,  30.24 ,15.42,,19.81,11.20,0.00%,0.00%,0.34,11.23,0.50%,0.02%,99.50,11.22,15.40,,1.86%,1.00,3.56,5.85%,6.02%,-0.17%
